"type","path","description","method_type"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/figures/clock_alignment_local_clock.png","Table/status artifact: clock alignment local clock","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/figures/clock_alignment_tau_dip.fig","Table/status artifact: clock alignment tau dip","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/figures/clock_alignment_tau_dip.pdf","Table/status artifact: clock alignment tau dip","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/figures/clock_alignment_tau_dip.png","Table/status artifact: clock alignment tau dip","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/figures/clock_alignment_tau_FM.fig","Table/status artifact: clock alignment tau FM","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/figures/clock_alignment_tau_FM.pdf","Table/status artifact: clock alignment tau FM","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/figures/clock_alignment_tau_FM.png","Table/status artifact: clock alignment tau FM","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/figures/factorization_metrics_vs_Tp.fig","Table/status artifact: factorization metrics vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/figures/factorization_metrics_vs_Tp.pdf","Table/status artifact: factorization metrics vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/figures/factorization_metrics_vs_Tp.png","Table/status artifact: factorization metrics vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/figures/reconstructed_vs_original_matrices_around_26K.fig","Table/status artifact: reconstructed vs original matrices around 26K","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/figures/reconstructed_vs_original_matrices_around_26K.pdf","Table/status artifact: reconstructed vs original matrices around 26K","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/figures/reconstructed_vs_original_matrices_around_26K.png","Table/status artifact: reconstructed vs original matrices around 26K","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/figures/time_rescaling_diagnostics.fig","Table/status artifact: time rescaling diagnostics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/figures/time_rescaling_diagnostics.pdf","Table/status artifact: time rescaling diagnostics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/figures/time_rescaling_diagnostics.png","Table/status artifact: time rescaling diagnostics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/log.txt","Table/status artifact: log","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/review/TRI_clock_consistency_bundle.zip","Table/status artifact: TRI clock consistency bundle","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/run_notes.txt","Table/status artifact: run notes","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/tables/clock_collapse_metrics.csv","Table/status artifact: clock collapse metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/tables/factorization_metrics.csv","Table/status artifact: factorization metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/tables/local_clock_fit_parameters.csv","Table/status artifact: local clock fit parameters","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/tables/rank1_amplitude_curves.csv","Table/status artifact: rank1 amplitude curves","decomposition"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/tables/temperature_window_metrics.csv","Table/status artifact: temperature window metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_130940_clock_ratio_temperature_support_audit/log.txt","Table/status artifact: log","dip_extraction"
"table","results/aging/runs/run_2026_03_14_130940_clock_ratio_temperature_support_audit/run_notes.txt","Table/status artifact: run notes","dip_extraction"
"table","results/aging/runs/run_2026_03_14_131220_clock_ratio_temperature_support_audit/log.txt","Table/status artifact: log","dip_extraction"
"table","results/aging/runs/run_2026_03_14_131220_clock_ratio_temperature_support_audit/run_notes.txt","Table/status artifact: run notes","dip_extraction"
"table","results/aging/runs/run_2026_03_14_131833_clock_ratio_temperature_support_audit/log.txt","Table/status artifact: log","dip_extraction"
"table","results/aging/runs/run_2026_03_14_131833_clock_ratio_temperature_support_audit/run_notes.txt","Table/status artifact: run notes","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132250_clock_ratio_temperature_support_audit/figures/dip_visibility_vs_tw_by_Tp.fig","Table/status artifact: dip visibility vs tw by Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132250_clock_ratio_temperature_support_audit/figures/dip_visibility_vs_tw_by_Tp.pdf","Table/status artifact: dip visibility vs tw by Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132250_clock_ratio_temperature_support_audit/figures/dip_visibility_vs_tw_by_Tp.png","Table/status artifact: dip visibility vs tw by Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132250_clock_ratio_temperature_support_audit/figures/tau_dip_extraction_diagnostics_vs_Tp.fig","Table/status artifact: tau dip extraction diagnostics vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132250_clock_ratio_temperature_support_audit/figures/tau_dip_extraction_diagnostics_vs_Tp.pdf","Table/status artifact: tau dip extraction diagnostics vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132250_clock_ratio_temperature_support_audit/figures/tau_dip_extraction_diagnostics_vs_Tp.png","Table/status artifact: tau dip extraction diagnostics vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132250_clock_ratio_temperature_support_audit/log.txt","Table/status artifact: log","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132250_clock_ratio_temperature_support_audit/run_notes.txt","Table/status artifact: run notes","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132250_clock_ratio_temperature_support_audit/tables/canonical_R_support_table.csv","Table/status artifact: canonical R support table","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132250_clock_ratio_temperature_support_audit/tables/censored_support_table.csv","Table/status artifact: censored support table","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132250_clock_ratio_temperature_support_audit/tables/exploratory_extended_R_support_table.csv","Table/status artifact: exploratory extended R support table","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132250_clock_ratio_temperature_support_audit/tables/temperature_classification_table.csv","Table/status artifact: temperature classification table","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132559_clock_ratio_temperature_support_audit/figures/dip_visibility_vs_tw_by_Tp.fig","Table/status artifact: dip visibility vs tw by Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132559_clock_ratio_temperature_support_audit/figures/dip_visibility_vs_tw_by_Tp.pdf","Table/status artifact: dip visibility vs tw by Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132559_clock_ratio_temperature_support_audit/figures/dip_visibility_vs_tw_by_Tp.png","Table/status artifact: dip visibility vs tw by Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132559_clock_ratio_temperature_support_audit/figures/highT_window_and_censoring_diagnostics.fig","Table/status artifact: highT window and censoring diagnostics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132559_clock_ratio_temperature_support_audit/figures/highT_window_and_censoring_diagnostics.pdf","Table/status artifact: highT window and censoring diagnostics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132559_clock_ratio_temperature_support_audit/figures/highT_window_and_censoring_diagnostics.png","Table/status artifact: highT window and censoring diagnostics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132559_clock_ratio_temperature_support_audit/figures/tau_dip_extraction_diagnostics_vs_Tp.fig","Table/status artifact: tau dip extraction diagnostics vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132559_clock_ratio_temperature_support_audit/figures/tau_dip_extraction_diagnostics_vs_Tp.pdf","Table/status artifact: tau dip extraction diagnostics vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132559_clock_ratio_temperature_support_audit/figures/tau_dip_extraction_diagnostics_vs_Tp.png","Table/status artifact: tau dip extraction diagnostics vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132559_clock_ratio_temperature_support_audit/log.txt","Table/status artifact: log","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132559_clock_ratio_temperature_support_audit/review/aging_clock_ratio_temperature_support_audit_bundle.zip","Table/status artifact: aging clock ratio temperature support audit bundle","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132559_clock_ratio_temperature_support_audit/run_notes.txt","Table/status artifact: run notes","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132559_clock_ratio_temperature_support_audit/tables/canonical_R_support_table.csv","Table/status artifact: canonical R support table","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132559_clock_ratio_temperature_support_audit/tables/censored_support_table.csv","Table/status artifact: censored support table","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132559_clock_ratio_temperature_support_audit/tables/exploratory_extended_R_support_table.csv","Table/status artifact: exploratory extended R support table","dip_extraction"
"table","results/aging/runs/run_2026_03_14_132559_clock_ratio_temperature_support_audit/tables/temperature_classification_table.csv","Table/status artifact: temperature classification table","dip_extraction"
"table","results/aging/runs/run_2026_03_14_133454_clock_ratio_temperature_support_audit/figures/dip_visibility_vs_tw_by_Tp.fig","Table/status artifact: dip visibility vs tw by Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_133454_clock_ratio_temperature_support_audit/figures/dip_visibility_vs_tw_by_Tp.pdf","Table/status artifact: dip visibility vs tw by Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_133454_clock_ratio_temperature_support_audit/figures/dip_visibility_vs_tw_by_Tp.png","Table/status artifact: dip visibility vs tw by Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_133454_clock_ratio_temperature_support_audit/figures/highT_window_and_censoring_diagnostics.fig","Table/status artifact: highT window and censoring diagnostics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_133454_clock_ratio_temperature_support_audit/figures/highT_window_and_censoring_diagnostics.pdf","Table/status artifact: highT window and censoring diagnostics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_133454_clock_ratio_temperature_support_audit/figures/highT_window_and_censoring_diagnostics.png","Table/status artifact: highT window and censoring diagnostics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_133454_clock_ratio_temperature_support_audit/figures/tau_dip_extraction_diagnostics_vs_Tp.fig","Table/status artifact: tau dip extraction diagnostics vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_133454_clock_ratio_temperature_support_audit/figures/tau_dip_extraction_diagnostics_vs_Tp.pdf","Table/status artifact: tau dip extraction diagnostics vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_133454_clock_ratio_temperature_support_audit/figures/tau_dip_extraction_diagnostics_vs_Tp.png","Table/status artifact: tau dip extraction diagnostics vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_133454_clock_ratio_temperature_support_audit/log.txt","Table/status artifact: log","dip_extraction"
"table","results/aging/runs/run_2026_03_14_133454_clock_ratio_temperature_support_audit/review/aging_clock_ratio_temperature_support_audit_bundle.zip","Table/status artifact: aging clock ratio temperature support audit bundle","dip_extraction"
"table","results/aging/runs/run_2026_03_14_133454_clock_ratio_temperature_support_audit/run_notes.txt","Table/status artifact: run notes","dip_extraction"
"table","results/aging/runs/run_2026_03_14_133454_clock_ratio_temperature_support_audit/tables/canonical_R_support_table.csv","Table/status artifact: canonical R support table","dip_extraction"
